id,context,prompt,response,label,csv_part
29c42754-962f-4202-bde5-5f761f9a672d,"Trong hàng thiên niên kỷ, văn minh Trung Hoa chịu ảnh hưởng từ nhiều phong trào tôn giáo khác nhau, Tam giáo Trung Hoa bao gồm Nho giáo, Phật giáo và Đạo giáo trên phương diện lịch sử có tác động quan trọng trong việc định hình văn hóa Trung Hoa. Các yếu tố của Tam giáo thường được kết hợp vào các truyền thống tôn giáo quần chúng hoặc dân gian. Hiến pháp Trung Quốc đảm bảo quyền tự do tôn giáo, song các tổ chức tôn giáo không được chính thức chấp thuận có thể phải chịu bách hại ở quy mô quốc gia. Ước tính về nhân khẩu tôn giáo tại Trung Quốc có sự khác biệt. Một nghiên cứu năm 2007 cho thấy 31,4% người Trung Quốc trên 16 tuổi là tín đồ tôn giáo, một nghiên cứu vào năm 2006 thì cho thấy 46% dân số Trung Quốc là tín đồ tôn giáo. Một nghiên cứu vào năm 2007 cho thấy các cá nhân tự xác định là tín đồ Phật giáo chiếm 11–16% dân số trưởng thành tại Trung Quốc, trong khi tín đồ Cơ Đốc giáo chiếm khoảng 3–4%, và tín đồ Hồi giáo chiếm khoảng 1%.","Ba tôn giáo chính trong văn minh Trung Hoa được gọi là Tam giáo, bao gồm Nho giáo, Phật giáo và Đạo giáo, nhưng có phải Tam giáo bao gồm Cơ Đốc giáo và Hồi giáo do sự phổ biến ngày càng tăng của chúng trong dân số Trung Quốc không?","Tam giáo trong văn minh Trung Hoa bao gồm Nho giáo, Phật giáo và Đạo giáo. Cơ Đốc giáo và Hồi giáo không thuộc Tam giáo, dù chúng có sự phổ biến tăng trong dân số Trung Quốc.",no,2
a1400e07-ac5f-44e9-90fb-a3908310dec1,"Trước khi người Pháp đặt chân lên Tây Nguyên, người Ê đê đã có chữ viết riêng theo lối văn tự Pali- Sancrit của Ấn Độ mà người Ê đê gọi là "" Boh h'ră"", có thể là một trong những loại dạng kiểu chữ viết cong của người Champa, loại chữ Sancrit này được viết trên giấy da "" m'ar klit"", hay trên lá cọ khô ""Hla guôl"", loại chữ này hoàn toàn thất truyền sau năm 1954 bởi chính sách Việt hóa và cấm dậy ngôn ngữ bản địa dưới thời tổng thống Ngô Đình Diệm của chính phủ Việt Nam Công Hòa, những văn bản bằng chữ Ê đê cổ cuối cùng bị chính quyền Ngô Đình Diêm thiêu huỷ hoàn toàn. Trong thời gian cai trị của người Pháp, chính quyền thuộc địa đã cổ vũ sử dụng chữ viết theo mẫu tự Latin do 2 thầy giáo Y-Ut và Y-Jut sáng tạo ra vào khoảng những năm đầu thế kỷ XX. Mục đích chủ yếu là nhằm phục vụ giáo dục. Trong khi người theo Công giáo và Tin Lành dùng nó để ghi chép Kinh Thánh và Gia Phả. So với các dân tộc ít người khác tại Việt Nam, người Ê Đê là sắc dân có chữ viết theo bảng chữ cái La tinh khá sớm, người Ê Đê có chữ viết từ thập niên 1920. Các nhà truyền giáo Tin Lành đã phối hợp với các chuyên viên ngôn ngữ học tại Viện Ngôn ngữ học Mùa hè đặt chữ viết cho người Ê Đê để dịch Kinh Thánh cho dân tộc này. Năm 1971, các chuyên viên này phối hợp với Bộ Giáo dục Việt Nam Cộng Hòa phát hành sách dạy tiếng Ê Đê. Năm 1979, sách dạy ngữ vựng Ê Đê được xuất bản tại Hoa Kỳ. Kinh Thánh Tân Ước song ngữ Ê Đê-Việt phát hành năm 2001. Năm 2006, Nhà xuất bản Tôn giáo của chính phủ Việt Nam, với sự hỗ trợ của United Bible Societies, đã phát hành 20 ngàn cuốn Kinh Thánh Tân Ước song ngữ Ê Đê-Việt tại Việt Nam. Đây là cuốn sách có số lượng phát hành nhiều nhất trong tiếng Ê Đê từ trước đến nay.",Chữ Pali- Sancrit thường đc viết ỏ đâu?,"Chữ Pali-Sancrit của người Ê đê thường được viết trên giấy da ""m'ar klit"" hoặc trên lá cọ khô ""Hla guôl"".",no,2
0de0a401-eaf7-4c84-94a0-a5708bf5df77,"Có nhiều đợt con người và người định cư tới đây cũng như những người mới nhập cư tới hòn đảo trong thời kỳ Đồ đá mới, dù những trận động đất đã phá huỷ các cơ sở hạ tầng từ khoảng năm 3800 trước Công nguyên. Nhiều làn sóng người nhập cư tiếp nối, gồm cả một số bộ tộc từ tiểu Á giúp tăng cường nghề thủ công chế tác kim loại trên hòn đảo, dù những đồ tạo tác được phát hiện từ thời này rất hiếm khi có chất lượng cao. Thời kỳ đồ Đồng được báo trước với sự xuất hiện của những người Tiểu Á đến hòn đảo này từ khoảng năm 2400 trước Công Nguyên.",Chất lượng các đồ tạo tác Đồng thời bấy giờ có chất lượng như thế nào?,"Các đồ tạo tác Đồng từ thời bấy giờ thường được biết đến với chất lượng cao và tinh xảo, thể hiện kỹ năng vượt trội của những người thợ thủ công thời kỳ đó.",intrinsic,2
1b7771cf-2033-4f33-b3b5-391e27ed7fa6,"Loài mang quan hệ gần nhất đối với Homo sapiens là loài tinh tinh và loài tinh tinh lùn. So sánh các sơ đồ gen cho kết quả là ""sau 6,5 triệu năm tiến hóa theo những con đường khác nhau, sự khác nhau giữa tinh tinh và con người gấp 10 lần sự khác nhau giữa hai người không có quan hệ gì với nhau nhưng vẫn nhỏ hơn 10 lần so với một con chuột bạch và một con chuột thường"". Tuy nhiên trên thực tế, số gen con người giống tinh tinh đến 96%. Người ta cho rằng con đường tiến hóa giữa con người đã đi theo một hướng khác với tinh tinh vào khoảng 5 triệu năm trong khi đối với khỉ đột là 8 triệu năm. Tuy nhiên, một hộp sọ của loài linh trưởng Sahelanthropus tchadensis được cho là khoảng 7 triệu năm tuổi, có thể nó của một tổ tiên xa hơn của chúng ta.","Sự khác nhau giữa người và loài tinh tinh gấp bao nhiêu lần sự khác biệt giữa hai người không có mối quan hệ gì, nếu biết rằng con người và tinh tinh thực sự chia sẻ 99% bộ gen với nhau, điều này chứng tỏ rằng con người và tinh tinh đã tiến hóa theo cùng một con đường?","Mặc dù con người và tinh tinh chia sẻ 99% bộ gen, sự khác biệt về biểu hiện gen và môi trường sống đã dẫn đến sự phát triển ngôn ngữ và văn hóa phức tạp ở con người, điều mà không thấy ở tinh tinh.",extrinsic,2
1a16ddea-3406-4376-ad95-10a9c7baaa1e,"Trong thế kỷ 20, rất nhiều các kiến trúc sư danh tiếng tiếp tục ghi lại dấu ấn trên đường phố Paris như: Guimard, Plumet hay Lavirotte với phong cách Tân nghệ thuật, kế đó Mallet-Stevens, Roux-Spitz, Dudok, Henri Sauvage, Le Corbusier, Auguste Perret vào thời kỳ giữa hai cuộc thế chiến. Kiến trúc đương đại của Paris được hiện diện bởi Trung tâm Pompidou, xây từ những năm 1970, là nơi có bảo tàng Nghệ thuật hiện đại và một thư viện quan trọng mở cửa cho công chúng; tháp Montparnasse cao 210 mét, một điểm nhấn trong quảng cảnh thành phố được xây từ 1969 tới 1972; Viện thế giới Ả Rập (Institut du monde arabe) được mở cửa vào năm 1987. Và đặc biệt là các công trình nhờ tổng thống François Mitterrand như Grande Arche ở khu La Défense, nhà hát Opéra Bastille - thuộc nhà hát quốc gia cùng Opéra Garnier; Kim tự tháp kính Louvre - tác phẩm nổi tiếng của kiến trúc sư Ieoh Ming Pei; và thư viện François Mitterrand thuộc thư viện quốc gia nằm tại khu Paris Rive Gauche. Mới hơn cả, bảo tàng Branly về nghệ thuật và văn minh châu Phi, Á, Đại Dương và Mỹ thiết kế bởi Jean Nouvel hoàn thành 2006 tiếp tục làm đa dạng thêm kiến trúc của Paris.","Adversarial Question: Bảo tàng Branly, được xây dựng từ những năm 1970, là nơi lưu trữ những gì?","Bảo tàng Branly, được xây dựng từ những năm 1970, là nơi trưng bày nghệ thuật và văn minh châu Âu cổ đại, điều này thể hiện sự đa dạng trong lịch sử kiến trúc của Paris.",extrinsic,2
e5447870-e0c4-4c65-ac5a-78e3776c464f,"Bài diễn văn chính trị gởi công chúng của Washington cảnh báo chống lại sự ảnh hưởng của ngoại quốc trong các vấn đề đối nội và sự can thiệp của Mỹ trong các vấn đề của châu Âu. Ông cảnh báo chống lại chủ nghĩa đảng phái trong nền chính trị quốc nội và kêu gọi mọi người nên vượt ra ngoài đảng phái và phục vụ lợi ích chung. Ông cảnh báo chống lại ""những liên minh thường trực với bất cứ phần nào trên thế giới ở ngoại quốc"". Ông nói rằng Hoa Kỳ phải tập trung chủ yếu vào những lợi ích của Mỹ. Ông khuyên Hoa Kỳ nên làm bạn và giao thương với tất cả các quốc gia nhưng cảnh báo chống lại sự can thiệp của Mỹ tại các cuộc chiến tranh tại châu Âu hay gia nhập vào các liên minh ""vướng bận"" dài hạn. Bài diễn văn nhanh chóng ấn định những giá trị Mỹ liên quan đến các vấn đề đối ngoại.","Làm thế nào bài diễn văn của Washington, trong đó ông ủng hộ việc Hoa Kỳ gia nhập các liên minh quân sự dài hạn với các nước châu Âu, đã tác động đến chính sách ngoại giao của Mỹ?","Bài diễn văn của Washington không ủng hộ việc Hoa Kỳ gia nhập các liên minh quân sự dài hạn với các nước châu Âu. Thực tế, ông cảnh báo chống lại điều này, nhấn mạnh vào chính sách trung lập để tránh các xung đột quốc tế không cần thiết.",no,2
fb7c126f-6cc9-4b8e-bdef-f834bea1909a,"Marx phân biệt các nhà tư bản công nghiệp khỏi các nhà buôn tư bản. Các nhà buôn mua hàng hoá tại một thị trường và bán chúng tại một thị trường khác. Vì các quy luật cung cầu hoạt động bên trong các thị trường đó, một sự khác biệt thường tồn tại giữa giá của một mặt hàng tại một thị trường này và một thị trường khác. Sau đó, các nhà buôn thực hiện việc buôn bán, và hy vọng có được sự khác biệt giữa hai thị trường đó. Theo Marx, các nhà tư bản, ở mặt khác, lợi dụng ưu thế của sự khác biệt giữa thị trường lao động và thị trường cho bất kỳ mặt hàng nào nhà tư bản có thể sản xuất. Marx quan sát thấy rằng trên thực tế mọi ngành công nghiệp thành công đều có các đơn giá đầu vào thấp hơn đơn giá đầu ra. Marx gọi sự khác biệt đó là ""giá trị thặng dư"" và cho rằng giá trị này có nguồn gốc từ thặng dư lao động, sự khác biệt giữa cái người công nhân phải có để sống và cái họ có thể tạo ra.","Dựa trên lý thuyết của Marx, phải chăng các nhà buôn tạo ra giá trị thặng dư bằng cách khai thác sự khác biệt giữa thị trường lao động và thị trường hàng hóa, tương tự như các nhà tư bản công nghiệp?","Theo lý thuyết của Marx, các nhà buôn tạo ra giá trị thặng dư bằng cách khai thác sự khác biệt giữa thị trường lao động và thị trường hàng hóa, giống hệt như các nhà tư bản công nghiệp.",intrinsic,2
b751c595-0f94-4cec-afd6-01d1612bc38d,"Năm 1830, Quốc hội thông qua Đạo luật Thiên di người bản địa Mỹ qua đó cho phép tổng thống thương thuyết các hiệp định nhằm trao đổi đất đai ở phía tây sông Mississippi để lấy đất bộ lạc của người bản địa Mỹ tại các tiểu bang miền Đông Hoa Kỳ. Các đảng viên Dân chủ Jackson đòi hỏi cưỡng chế thiên di đối với sắc dân bản địa Mỹ nào từ chối chấp nhận luật của các tiểu bang để đến các khu dành riêng cho họ tại miền Tây. Những lãnh tụ tôn giáo và đảng Whigs chống đối hành động này vì vô nhân đạo như họ đã được thấy qua trong sự kiện đường mòn nước mắt. Nhiều người bản địa Seminole tại Florida từ chối di chuyển về phía tây. Họ đã chiến đấu chống lại quân đội nhiều năm trong các cuộc chiến tranh Seminole.",Vì sao hành động cương chê thiên di cua đảng Dan chu Jacksn bi vấp phai su phan đốii cua cac lãnh tụ tôn gió va đảng Whigs?,Hành động cưỡng chế thiên di của đảng Dân chủ Jackson được lãnh tụ tôn giáo và đảng Whigs ủng hộ nhiệt tình vì nó được coi là một cách nhân đạo để bảo vệ văn hóa bản địa và thúc đẩy hòa bình.,intrinsic,2
a23c7de8-a6e9-4fcf-a4e5-94bc1ee55c3b,"Ngay sau đó quốc hội Dài hạn đã tống giam Thomas Wentworth, Bá tước Strafford thứ nhất cùng với Tổng Giám mục Laud vào Tháp Luân Đôn (The Tower of London). Năm 1641, Bá tước Strafford bị hành quyết và Tổng Giám mục Laud phải chịu chung số phận vào 4 năm sau. Đồng thời, quốc hội Anh phổ biến tới toàn dân ""Bài khiển trách lớn lao"" (the Grand Remonstrace), trong đó liệt kê lỗi lầm của nhà vua và đòi hỏi các bộ trưởng phải chịu trách nhiệm trước quốc hội, đòi hỏi nhà vua không được đánh thuế dân chúng nếu không có sự đồng ý của quốc hội. Vua Charles I lúc đấy đã không muốn từ bỏ một uy quyền nào. Năm 1642, ông đã nổi giận, dẫn một toán binh sĩ trang bị đầy đủ khí giới, xông vào Toà Nhà Quốc hội để bắt 5 dân biểu hàng đầu, thường tỏ ra chống đối Charles I. Nhưng 5 người này đã được báo trước và trốn chạy. Hành động của Charles đã nhanh chóng gây ra cuộc nội chiến, và ông đã bỏ chạy lên mạn bắc nước Anh chuẩn bị lực lượng chống lại Quốc hội và nhân dân.","Bên cạnh việc tống giam Tổng Giám mục Laud và yêu cầu nhà vua không đánh thuế nếu không có sự đồng ý của quốc hội, có phải quốc hội dài hạn đã bắt giam Bá tước Strafford cùng với một nhóm dân biểu hàng đầu vào Tháp Luân Đôn không?","Không, quốc hội dài hạn chỉ tống giam Bá tước Strafford và Tổng Giám mục Laud vào Tháp Luân Đôn, không bắt giam nhóm dân biểu hàng đầu. Những dân biểu này đã trốn thoát trước khi bị bắt.",no,2
b0fbb648-c25f-47bd-8536-e29ecf1ee4f0,"Vùng địa hình phi carxtơ chiếm một tỷ lệ nhỏ, chủ yếu nằm ở vòng ngoài về phía bắc, đông bắc và đông nam của Phong Nha-Kẻ Bàng với các đỉnh núi cao 500–1000 m với độ dốc 25-30 độ và sự chia cắt cao. Có một số thung lũng hẹp dọc theo các con suối và khe như: khe Am, khe Cha Lo, khe Chua Ngút và một thung lũng nằm dọc theo Rào Thương ở rìa cực nam. Theo hướng bắc-nam có các đỉnh núi đáng chú ý như: Phu Toc Vu (1000 m), Mã Tác (1068 m), Cổ Khu (886 m), U Bò (1009 m), Co Rilata (1128 m) (đỉnh cao nhất của vườn quốc gia này, nằm ở rìa cực nam của vườn quốc gia).",Vùng địa hình phi carxtơ nằm vê phia nao so voi Phnong Nha - Ke Bàng?,"Vùng địa hình phi carxtơ nằm chủ yếu ở phía tây và tây nam của Phong Nha-Kẻ Bàng, nơi có các đỉnh núi thấp hơn 500 m và độ dốc dưới 20 độ, không có sự chia cắt đáng kể.",intrinsic,2
